2025-12-25 16:50:03,638 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=签名验证 | status=成功 | extra={"duration_ms": 0.06}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=输入清洗 | status=成功 | extra={"original_length": 46, "cleaned_length": 22, "duration_ms": 0.01}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:13,535 | INFO | req=test_session_67 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:09:13,670 | INFO | req=test_session_56 | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 236.06}
2025-12-25 17:09:13,675 | INFO | req=test_session_56 | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.61}
2025-12-25 17:09:13,675 | INFO | req=test_session_56 | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 17:09:13,730 | INFO | req=test_session_45 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4910.39}
2025-12-25 17:09:13,731 | INFO | req=test_session_45 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 811}
2025-12-25 17:09:13,731 | INFO | req=test_session_45 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9849.39}
2025-12-25 17:09:13,733 | INFO | req=test_session_45 | step=会话历史写入 | status=成功 | extra={"duration_ms": 2.11}
2025-12-25 17:09:13,734 | INFO | req=test_session_45 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_45", "duration_ms": 2.43}
2025-12-25 17:09:13,735 | INFO | req=test_session_62 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1783.11}
2025-12-25 17:09:13,755 | INFO | req=test_session_59 | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1531.3}
2025-12-25 17:09:13,756 | INFO | req=test_session_59 | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 463, "duration_ms": 0.93}
2025-12-25 17:09:13,812 | INFO | req=test_session_58 | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1605.16}
2025-12-25 17:09:13,813 | INFO | req=test_session_58 | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 469, "duration_ms": 0.52}
2025-12-25 17:09:13,871 | INFO | req=test_session_60 | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1588.56}
2025-12-25 17:09:13,873 | INFO | req=test_session_60 | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 473, "duration_ms": 1.27}
2025-12-25 17:09:14,012 | INFO | req=test_session_68 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:14,013 | INFO | req=test_session_68 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:14,013 | INFO | req=test_session_68 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 17:09:14,013 | INFO | req=test_session_68 | step=输入清洗 | status=成功 | extra={"original_length": 42, "cleaned_length": 18, "duration_ms": 0.02}
2025-12-25 17:09:14,013 | INFO | req=test_session_68 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:14,014 | INFO | req=test_session_68 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:14,014 | INFO | req=test_session_68 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:14,014 | INFO | req=test_session_68 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.12}
2025-12-25 17:09:14,052 | INFO | req=test_session_58 | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 238.91}
2025-12-25 17:09:14,056 | INFO | req=test_session_58 | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 3.96}
2025-12-25 17:09:14,056 | INFO | req=test_session_58 | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 17:09:14,075 | INFO | req=test_session_63 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1919.1}
2025-12-25 17:09:14,078 | INFO | req=test_session_59 | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 321.37}
2025-12-25 17:09:14,081 | INFO | req=test_session_59 | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 3.18}
2025-12-25 17:09:14,082 | INFO | req=test_session_59 | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 17:09:14,109 | INFO | req=test_session_64 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1949.63}
2025-12-25 17:09:14,188 | INFO | req=test_session_60 | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 314.97}
2025-12-25 17:09:14,193 | INFO | req=test_session_60 | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.4}
2025-12-25 17:09:14,193 | INFO | req=test_session_60 | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 17:09:14,462 | INFO | req=test_session_65 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1955.55}
2025-12-25 17:09:14,987 | INFO | req=test_session_66 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2018.52}
2025-12-25 17:09:14,999 | INFO | req=test_session_62 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:14,999 | INFO | req=test_session_62 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1264.29}
2025-12-25 17:09:15,124 | INFO | req=test_session_36 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 10914.12}
2025-12-25 17:09:15,124 | INFO | req=test_session_36 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 2062}
2025-12-25 17:09:15,125 | INFO | req=test_session_36 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 14212.88}
2025-12-25 17:09:15,127 | INFO | req=test_session_36 | step=会话历史写入 | status=成功 | extra={"duration_ms": 2.02}
2025-12-25 17:09:15,129 | INFO | req=test_session_36 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_36", "duration_ms": 3.59}
2025-12-25 17:09:15,321 | INFO | req=test_session_69 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:15,321 | INFO | req=test_session_69 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:15,322 | INFO | req=test_session_69 | step=签名验证 | status=成功 | extra={"duration_ms": 0.11}
2025-12-25 17:09:15,322 | INFO | req=test_session_69 | step=输入清洗 | status=成功 | extra={"original_length": 44, "cleaned_length": 20, "duration_ms": 0.02}
2025-12-25 17:09:15,322 | INFO | req=test_session_69 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:15,322 | INFO | req=test_session_69 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,322 | INFO | req=test_session_69 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,322 | INFO | req=test_session_69 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.08}
2025-12-25 17:09:15,378 | INFO | req=test_session_64 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:15,378 | INFO | req=test_session_64 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1269.08}
2025-12-25 17:09:15,417 | INFO | req=test_session_70 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:15,417 | INFO | req=test_session_70 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:15,418 | INFO | req=test_session_70 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:09:15,418 | INFO | req=test_session_70 | step=输入清洗 | status=成功 | extra={"original_length": 45, "cleaned_length": 21, "duration_ms": 0.02}
2025-12-25 17:09:15,418 | INFO | req=test_session_70 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,418 | INFO | req=test_session_70 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:15,418 | INFO | req=test_session_70 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,418 | INFO | req=test_session_70 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:09:15,524 | INFO | req=test_session_61 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:15,525 | INFO | req=test_session_61 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 2178.56}
2025-12-25 17:09:15,586 | INFO | req=test_session_63 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:15,586 | INFO | req=test_session_63 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1511.21}
2025-12-25 17:09:15,686 | INFO | req=test_session_71 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:15,686 | INFO | req=test_session_71 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:15,686 | INFO | req=test_session_71 | step=签名验证 | status=成功 | extra={"duration_ms": 0.09}
2025-12-25 17:09:15,686 | INFO | req=test_session_71 | step=输入清洗 | status=成功 | extra={"original_length": 51, "cleaned_length": 27, "duration_ms": 0.02}
2025-12-25 17:09:15,686 | INFO | req=test_session_71 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:15,686 | INFO | req=test_session_71 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,686 | INFO | req=test_session_71 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,687 | INFO | req=test_session_71 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:09:15,764 | INFO | req=test_session_50 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4804.51}
2025-12-25 17:09:15,764 | INFO | req=test_session_50 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 815}
2025-12-25 17:09:15,764 | INFO | req=test_session_50 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7990.54}
2025-12-25 17:09:15,766 | INFO | req=test_session_50 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.77}
2025-12-25 17:09:15,768 | INFO | req=test_session_50 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_50", "duration_ms": 2.8}
2025-12-25 17:09:15,809 | INFO | req=test_session_65 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:15,809 | INFO | req=test_session_65 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1346.69}
2025-12-25 17:09:15,917 | INFO | req=test_session_72 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:15,917 | INFO | req=test_session_72 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:15,917 | INFO | req=test_session_72 | step=签名验证 | status=成功 | extra={"duration_ms": 0.14}
2025-12-25 17:09:15,918 | INFO | req=test_session_72 | step=输入清洗 | status=成功 | extra={"original_length": 37, "cleaned_length": 13, "duration_ms": 0.02}
2025-12-25 17:09:15,918 | INFO | req=test_session_72 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,918 | INFO | req=test_session_72 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.05}
2025-12-25 17:09:15,918 | INFO | req=test_session_72 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:15,918 | INFO | req=test_session_72 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.1}
2025-12-25 17:09:15,974 | INFO | req=test_session_73 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:15,974 | INFO | req=test_session_73 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:15,974 | INFO | req=test_session_73 | step=签名验证 | status=成功 | extra={"duration_ms": 0.1}
2025-12-25 17:09:15,974 | INFO | req=test_session_73 | step=输入清洗 | status=成功 | extra={"original_length": 40, "cleaned_length": 16, "duration_ms": 0.02}
2025-12-25 17:09:15,975 | INFO | req=test_session_73 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:15,975 | INFO | req=test_session_73 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,975 | INFO | req=test_session_73 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:15,975 | INFO | req=test_session_73 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.09}
2025-12-25 17:09:16,007 | INFO | req=test_session_68 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1992.83}
2025-12-25 17:09:16,031 | INFO | req=test_session_51 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 5424.02}
2025-12-25 17:09:16,031 | INFO | req=test_session_51 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 794}
2025-12-25 17:09:16,031 | INFO | req=test_session_51 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8008.72}
2025-12-25 17:09:16,034 | INFO | req=test_session_51 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.78}
2025-12-25 17:09:16,035 | INFO | req=test_session_51 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_51", "duration_ms": 2.38}
2025-12-25 17:09:16,055 | INFO | req=test_session_67 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2519.87}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=签名验证 | status=成功 | extra={"duration_ms": 0.07}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=输入清洗 | status=成功 | extra={"original_length": 41, "cleaned_length": 17, "duration_ms": 0.01}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,135 | INFO | req=test_session_74 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:09:16,176 | INFO | req=test_session_75 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:16,176 | INFO | req=test_session_75 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:16,177 | INFO | req=test_session_75 | step=签名验证 | status=成功 | extra={"duration_ms": 0.1}
2025-12-25 17:09:16,177 | INFO | req=test_session_75 | step=输入清洗 | status=成功 | extra={"original_length": 43, "cleaned_length": 19, "duration_ms": 0.01}
2025-12-25 17:09:16,177 | INFO | req=test_session_75 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,177 | INFO | req=test_session_75 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,177 | INFO | req=test_session_75 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,177 | INFO | req=test_session_75 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=签名验证 | status=成功 | extra={"duration_ms": 0.09}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=输入清洗 | status=成功 | extra={"original_length": 40, "cleaned_length": 16, "duration_ms": 0.01}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:16,339 | INFO | req=test_session_76 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 17:09:16,346 | INFO | req=test_session_66 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:16,346 | INFO | req=test_session_66 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1358.75}
2025-12-25 17:09:16,597 | INFO | req=test_session_77 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:16,597 | INFO | req=test_session_77 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:16,597 | INFO | req=test_session_77 | step=签名验证 | status=成功 | extra={"duration_ms": 0.08}
2025-12-25 17:09:16,597 | INFO | req=test_session_77 | step=输入清洗 | status=成功 | extra={"original_length": 43, "cleaned_length": 19, "duration_ms": 0.01}
2025-12-25 17:09:16,597 | INFO | req=test_session_77 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:16,597 | INFO | req=test_session_77 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:16,597 | INFO | req=test_session_77 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:16,598 | INFO | req=test_session_77 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 17:09:16,822 | INFO | req=test_session_53 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 5191.79}
2025-12-25 17:09:16,822 | INFO | req=test_session_53 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 750}
2025-12-25 17:09:16,822 | INFO | req=test_session_53 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8480.94}
2025-12-25 17:09:16,824 | INFO | req=test_session_53 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.43}
2025-12-25 17:09:16,826 | INFO | req=test_session_53 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_53", "duration_ms": 2.55}
2025-12-25 17:09:17,003 | INFO | req=test_session_69 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1680.23}
2025-12-25 17:09:17,074 | INFO | req=test_session_78 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:17,074 | INFO | req=test_session_78 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:17,074 | INFO | req=test_session_78 | step=签名验证 | status=成功 | extra={"duration_ms": 0.09}
2025-12-25 17:09:17,075 | INFO | req=test_session_78 | step=输入清洗 | status=成功 | extra={"original_length": 36, "cleaned_length": 12, "duration_ms": 0.02}
2025-12-25 17:09:17,075 | INFO | req=test_session_78 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:17,075 | INFO | req=test_session_78 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:17,075 | INFO | req=test_session_78 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:17,075 | INFO | req=test_session_78 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 17:09:17,118 | INFO | req=test_session_70 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1699.78}
2025-12-25 17:09:17,166 | INFO | req=test_session_54 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4157.28}
2025-12-25 17:09:17,166 | INFO | req=test_session_54 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 717}
2025-12-25 17:09:17,166 | INFO | req=test_session_54 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7924.63}
2025-12-25 17:09:17,168 | INFO | req=test_session_54 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.71}
2025-12-25 17:09:17,169 | INFO | req=test_session_54 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_54", "duration_ms": 2.52}
2025-12-25 17:09:17,187 | INFO | req=test_session_73 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1211.41}
2025-12-25 17:09:17,348 | INFO | req=test_session_55 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4078.32}
2025-12-25 17:09:17,348 | INFO | req=test_session_55 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 729}
2025-12-25 17:09:17,348 | INFO | req=test_session_55 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7106.62}
2025-12-25 17:09:17,350 | INFO | req=test_session_55 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.66}
2025-12-25 17:09:17,351 | INFO | req=test_session_55 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_55", "duration_ms": 2.3}
2025-12-25 17:09:17,363 | INFO | req=test_session_71 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1676.5}
2025-12-25 17:09:17,444 | INFO | req=test_session_67 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:17,445 | INFO | req=test_session_67 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1389.18}
2025-12-25 17:09:17,459 | INFO | req=test_session_79 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:17,459 | INFO | req=test_session_79 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:17,460 | INFO | req=test_session_79 | step=签名验证 | status=成功 | extra={"duration_ms": 0.09}
2025-12-25 17:09:17,460 | INFO | req=test_session_79 | step=输入清洗 | status=成功 | extra={"original_length": 44, "cleaned_length": 20, "duration_ms": 0.02}
2025-12-25 17:09:17,460 | INFO | req=test_session_79 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:09:17,460 | INFO | req=test_session_79 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:17,460 | INFO | req=test_session_79 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:17,460 | INFO | req=test_session_79 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 17:09:17,522 | INFO | req=test_session_68 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 17:09:17,522 | INFO | req=test_session_68 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1514.76}
2025-12-25 17:09:17,609 | INFO | req=test_session_56 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 3933.01}
2025-12-25 17:09:17,609 | INFO | req=test_session_56 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 666}
2025-12-25 17:09:17,609 | INFO | req=test_session_56 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7320.92}
2025-12-25 17:09:17,610 | INFO | req=test_session_56 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.2}
2025-12-25 17:09:17,612 | INFO | req=test_session_56 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_56", "duration_ms": 2.32}
2025-12-25 17:09:17,668 | INFO | req=test_session_76 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1328.17}
2025-12-25 17:09:17,834 | INFO | req=test_session_80 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:17,834 | INFO | req=test_session_80 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:17,835 | INFO | req=test_session_80 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 17:09:17,835 | INFO | req=test_session_80 | step=输入清洗 | status=成功 | extra={"original_length": 43, "cleaned_length": 19, "duration_ms": 0.03}
2025-12-25 17:09:17,835 | INFO | req=test_session_80 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:09:17,835 | INFO | req=test_session_80 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:17,835 | INFO | req=test_session_80 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:09:17,835 | INFO | req=test_session_80 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.13}
2025-12-25 17:09:17,973 | INFO | req=test_session_81 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:09:17,973 | INFO | req=test_session_81 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:09:17,973 | INFO | req=test_session_81 | step=签名验证 | status=成功 | extra={"duration_ms": 0.14}
