2025-12-25 16:51:46,733 | INFO | req=test_session_3 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:30,433 | INFO | req=test_session_39 | step=意图识别 | status=成功 | extra={"duration_ms": 1972.17}
2025-12-25 17:44:30,433 | INFO | req=test_session_39 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:30,433 | INFO | req=test_session_39 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.05}
2025-12-25 17:44:30,459 | INFO | req=test_session_50 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:30,459 | INFO | req=test_session_50 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:30,460 | INFO | req=test_session_50 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:44:30,460 | INFO | req=test_session_50 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.21}
2025-12-25 17:44:30,460 | INFO | req=test_session_50 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,460 | INFO | req=test_session_50 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,460 | INFO | req=test_session_50 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,460 | INFO | req=test_session_50 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.02}
2025-12-25 17:44:30,493 | INFO | req=test_session_28 | step=意图识别 | status=成功 | extra={"duration_ms": 1991.71}
2025-12-25 17:44:30,493 | INFO | req=test_session_28 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 17:44:30,493 | INFO | req=test_session_28 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.24}
2025-12-25 17:44:30,617 | INFO | req=test_session_51 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:30,617 | INFO | req=test_session_51 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:30,618 | INFO | req=test_session_51 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:44:30,618 | INFO | req=test_session_51 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.2}
2025-12-25 17:44:30,618 | INFO | req=test_session_51 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:30,619 | INFO | req=test_session_51 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:30,619 | INFO | req=test_session_51 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:30,619 | INFO | req=test_session_51 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 17:44:30,657 | INFO | req=test_session_42 | step=意图识别 | status=成功 | extra={"duration_ms": 1473.54}
2025-12-25 17:44:30,657 | INFO | req=test_session_42 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 17:44:30,657 | INFO | req=test_session_42 | step=时间范围识别和意图识别 | status=建议紫薇长周期 | extra={"query_type": "general_long_term", "time_duration_type": "long", "duration_ms": 0.25}
2025-12-25 17:44:30,678 | INFO | req=test_session_52 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:30,678 | INFO | req=test_session_52 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:30,679 | INFO | req=test_session_52 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:44:30,679 | INFO | req=test_session_52 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.2}
2025-12-25 17:44:30,679 | INFO | req=test_session_52 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:30,679 | INFO | req=test_session_52 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,679 | INFO | req=test_session_52 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,679 | INFO | req=test_session_52 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 17:44:30,761 | INFO | req=test_session_53 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:30,762 | INFO | req=test_session_53 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:30,762 | INFO | req=test_session_53 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:44:30,762 | INFO | req=test_session_53 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.2}
2025-12-25 17:44:30,763 | INFO | req=test_session_53 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,763 | INFO | req=test_session_53 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,763 | INFO | req=test_session_53 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,763 | INFO | req=test_session_53 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.02}
2025-12-25 17:44:30,815 | INFO | req=test_session_31 | step=意图识别 | status=成功 | extra={"duration_ms": 1172.34}
2025-12-25 17:44:30,815 | INFO | req=test_session_31 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:30,815 | INFO | req=test_session_31 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "short", "duration_ms": 0.12}
2025-12-25 17:44:30,942 | INFO | req=test_session_44 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1334.32}
2025-12-25 17:44:30,944 | INFO | req=test_session_37 | step=意图识别 | status=成功 | extra={"duration_ms": 2182.11}
2025-12-25 17:44:30,944 | INFO | req=test_session_37 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:30,944 | INFO | req=test_session_37 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.06}
2025-12-25 17:44:30,947 | INFO | req=test_session_54 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:30,947 | INFO | req=test_session_54 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:30,948 | INFO | req=test_session_54 | step=签名验证 | status=成功 | extra={"duration_ms": 0.06}
2025-12-25 17:44:30,948 | INFO | req=test_session_54 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.08}
2025-12-25 17:44:30,948 | INFO | req=test_session_54 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,948 | INFO | req=test_session_54 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,948 | INFO | req=test_session_54 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:30,948 | INFO | req=test_session_54 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.02}
2025-12-25 17:44:30,950 | INFO | req=test_session_43 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1776.76}
2025-12-25 17:44:31,011 | INFO | req=test_session_56 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,012 | INFO | req=test_session_56 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,012 | INFO | req=test_session_56 | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 17:44:31,012 | INFO | req=test_session_56 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.19}
2025-12-25 17:44:31,013 | INFO | req=test_session_56 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:31,013 | INFO | req=test_session_56 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:31,013 | INFO | req=test_session_56 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:31,013 | INFO | req=test_session_56 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:44:31,030 | INFO | req=test_session_55 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,031 | INFO | req=test_session_55 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,031 | INFO | req=test_session_55 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:44:31,031 | INFO | req=test_session_55 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.18}
2025-12-25 17:44:31,031 | INFO | req=test_session_55 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:31,032 | INFO | req=test_session_55 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:31,032 | INFO | req=test_session_55 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:31,032 | INFO | req=test_session_55 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:44:31,051 | INFO | req=test_session_41 | step=意图识别 | status=成功 | extra={"duration_ms": 1343.85}
2025-12-25 17:44:31,051 | INFO | req=test_session_41 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:31,051 | INFO | req=test_session_41 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.1}
2025-12-25 17:44:31,055 | INFO | req=test_session_57 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,055 | INFO | req=test_session_57 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,055 | INFO | req=test_session_57 | step=签名验证 | status=成功 | extra={"duration_ms": 0.06}
2025-12-25 17:44:31,056 | INFO | req=test_session_57 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.07}
2025-12-25 17:44:31,056 | INFO | req=test_session_57 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,056 | INFO | req=test_session_57 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,056 | INFO | req=test_session_57 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,056 | INFO | req=test_session_57 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 17:44:31,083 | INFO | req=test_session_58 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,083 | INFO | req=test_session_58 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,083 | INFO | req=test_session_58 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:44:31,083 | INFO | req=test_session_58 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.09}
2025-12-25 17:44:31,084 | INFO | req=test_session_58 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,084 | INFO | req=test_session_58 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,084 | INFO | req=test_session_58 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,084 | INFO | req=test_session_58 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.02}
2025-12-25 17:44:31,198 | INFO | req=test_session_59 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,198 | INFO | req=test_session_59 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,198 | INFO | req=test_session_59 | step=签名验证 | status=成功 | extra={"duration_ms": 0.12}
2025-12-25 17:44:31,198 | INFO | req=test_session_59 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.16}
2025-12-25 17:44:31,199 | INFO | req=test_session_59 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,199 | INFO | req=test_session_59 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:31,199 | INFO | req=test_session_59 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:31,199 | INFO | req=test_session_59 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:44:31,287 | INFO | req=test_session_60 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,287 | INFO | req=test_session_60 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,287 | INFO | req=test_session_60 | step=签名验证 | status=成功 | extra={"duration_ms": 0.07}
2025-12-25 17:44:31,288 | INFO | req=test_session_60 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.1}
2025-12-25 17:44:31,288 | INFO | req=test_session_60 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,288 | INFO | req=test_session_60 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,288 | INFO | req=test_session_60 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,288 | INFO | req=test_session_60 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.02}
2025-12-25 17:44:31,351 | INFO | req=test_session_61 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,351 | INFO | req=test_session_61 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,352 | INFO | req=test_session_61 | step=签名验证 | status=成功 | extra={"duration_ms": 0.07}
2025-12-25 17:44:31,352 | INFO | req=test_session_61 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.1}
2025-12-25 17:44:31,352 | INFO | req=test_session_61 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,352 | INFO | req=test_session_61 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,352 | INFO | req=test_session_61 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,352 | INFO | req=test_session_61 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 17:44:31,404 | INFO | req=test_session_62 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:31,404 | INFO | req=test_session_62 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:31,404 | INFO | req=test_session_62 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:44:31,405 | INFO | req=test_session_62 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.08}
2025-12-25 17:44:31,405 | INFO | req=test_session_62 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,405 | INFO | req=test_session_62 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:31,405 | INFO | req=test_session_62 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:31,405 | INFO | req=test_session_62 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.02}
2025-12-25 17:44:31,505 | INFO | req=test_session_48 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1150.53}
2025-12-25 17:44:31,602 | INFO | req=test_session_47 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1292.6}
2025-12-25 17:44:31,603 | INFO | req=test_session_45 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1463.61}
2025-12-25 17:44:31,826 | INFO | req=test_session_51 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1206.79}
2025-12-25 17:44:31,931 | INFO | req=test_session_46 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1662.93}
2025-12-25 17:44:32,091 | INFO | req=test_session_49 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1658.85}
2025-12-25 17:44:32,201 | INFO | req=test_session_50 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1740.25}
2025-12-25 17:44:32,348 | INFO | req=test_session_56 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1335.2}
2025-12-25 17:44:32,393 | INFO | req=test_session_43 | step=意图识别 | status=成功 | extra={"duration_ms": 1443.32}
2025-12-25 17:44:32,394 | INFO | req=test_session_43 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:32,394 | INFO | req=test_session_43 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "short", "duration_ms": 0.24}
2025-12-25 17:44:32,427 | INFO | req=test_session_53 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1663.91}
2025-12-25 17:44:32,477 | INFO | req=test_session_57 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1420.87}
2025-12-25 17:44:32,663 | INFO | req=test_session_60 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1375.23}
2025-12-25 17:44:32,678 | INFO | req=test_session_63 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:32,678 | INFO | req=test_session_63 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:32,679 | INFO | req=test_session_63 | step=签名验证 | status=成功 | extra={"duration_ms": 0.11}
2025-12-25 17:44:32,679 | INFO | req=test_session_63 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.12}
2025-12-25 17:44:32,679 | INFO | req=test_session_63 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:32,679 | INFO | req=test_session_63 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:32,679 | INFO | req=test_session_63 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:32,679 | INFO | req=test_session_63 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.04}
2025-12-25 17:44:32,714 | INFO | req=test_session_58 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1630.15}
2025-12-25 17:44:32,718 | INFO | req=test_session_52 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2038.34}
2025-12-25 17:44:32,820 | INFO | req=test_session_44 | step=意图识别 | status=成功 | extra={"duration_ms": 1877.51}
2025-12-25 17:44:32,820 | INFO | req=test_session_44 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:32,820 | INFO | req=test_session_44 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.09}
2025-12-25 17:44:32,893 | INFO | req=test_session_45 | step=意图识别 | status=成功 | extra={"duration_ms": 1289.53}
2025-12-25 17:44:32,893 | INFO | req=test_session_45 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:32,893 | INFO | req=test_session_45 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.14}
2025-12-25 17:44:32,901 | INFO | req=test_session_59 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1701.65}
2025-12-25 17:44:32,940 | INFO | req=test_session_48 | step=意图识别 | status=成功 | extra={"duration_ms": 1435.18}
2025-12-25 17:44:32,940 | INFO | req=test_session_48 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:32,941 | INFO | req=test_session_48 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.13}
2025-12-25 17:44:33,030 | INFO | req=test_session_47 | step=意图识别 | status=成功 | extra={"duration_ms": 1427.38}
2025-12-25 17:44:33,030 | INFO | req=test_session_47 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:33,030 | INFO | req=test_session_47 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.18}
2025-12-25 17:44:33,045 | INFO | req=test_session_55 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2013.42}
2025-12-25 17:44:33,168 | INFO | req=test_session_46 | step=意图识别 | status=成功 | extra={"duration_ms": 1236.68}
2025-12-25 17:44:33,168 | INFO | req=test_session_46 | step=输出给客户端 | status=拒绝 | extra={"reason": "历史事件"}
2025-12-25 17:44:33,168 | INFO | req=test_session_46 | step=时间范围识别和意图识别 | status=命中历史事件 | extra={"duration_ms": 0.25}
2025-12-25 17:44:33,176 | INFO | req=test_session_51 | step=意图识别 | status=成功 | extra={"duration_ms": 1350.22}
2025-12-25 17:44:33,176 | INFO | req=test_session_51 | step=输出给客户端 | status=建议 | extra={"reason": "非奇门问题-建议智慧卡"}
2025-12-25 17:44:33,176 | INFO | req=test_session_51 | step=时间范围识别和意图识别 | status=建议使用智慧卡 | extra={"query_type": "specific_short_term", "time_duration_type": "long", "duration_ms": 0.07}
2025-12-25 17:44:33,206 | INFO | req=test_session_64 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:33,206 | INFO | req=test_session_64 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:33,206 | INFO | req=test_session_64 | step=签名验证 | status=成功 | extra={"duration_ms": 0.14}
2025-12-25 17:44:33,207 | INFO | req=test_session_64 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.17}
2025-12-25 17:44:33,207 | INFO | req=test_session_64 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:33,207 | INFO | req=test_session_64 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.04}
2025-12-25 17:44:33,207 | INFO | req=test_session_64 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:33,207 | INFO | req=test_session_64 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=签名验证 | status=成功 | extra={"duration_ms": 0.07}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.11}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:33,306 | INFO | req=test_session_65 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 17:44:33,400 | INFO | req=test_session_66 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:33,400 | INFO | req=test_session_66 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:33,400 | INFO | req=test_session_66 | step=签名验证 | status=成功 | extra={"duration_ms": 0.14}
2025-12-25 17:44:33,401 | INFO | req=test_session_66 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.19}
2025-12-25 17:44:33,401 | INFO | req=test_session_66 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:33,401 | INFO | req=test_session_66 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:33,401 | INFO | req=test_session_66 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:33,401 | INFO | req=test_session_66 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:44:33,459 | INFO | req=test_session_67 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:44:33,459 | INFO | req=test_session_67 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:44:33,460 | INFO | req=test_session_67 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 17:44:33,460 | INFO | req=test_session_67 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.21}
2025-12-25 17:44:33,460 | INFO | req=test_session_67 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:44:33,461 | INFO | req=test_session_67 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:33,461 | INFO | req=test_session_67 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:44:33,461 | INFO | req=test_session_67 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
