2025-12-24 19:48:22,102 | INFO | 成功获取请求 | 成功 | request_id=da886b26 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:07:06,237 | INFO | 成功获取数据库信息 | 成功 | request_id=db792a6e | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:07:08,651 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=db792a6e | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:07:08,656 | INFO | 成功输出给客户端 | 成功 | request_id=db792a6e | {"total_time_sec": 2.42, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:07:24,026 | INFO | 成功获取请求 | 成功 | request_id=e96e1ab7 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:07:24,027 | INFO | 成功获取数据库信息 | 成功 | request_id=e96e1ab7 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:07:25,808 | INFO | 拒绝：非紫微体系专业问答 | 拒绝 | request_id=e96e1ab7 | {"reason": "non_ziwei_system", "intent_type": "non_ziwei_system", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:07:25,812 | INFO | 成功输出给客户端 | 成功 | request_id=e96e1ab7 | {"total_time_sec": 1.786, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:07:41,186 | INFO | 成功获取请求 | 成功 | request_id=a3d77fc7 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:07:41,188 | INFO | 成功获取数据库信息 | 成功 | request_id=a3d77fc7 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:07:43,600 | INFO | 拒绝：非紫微体系专业问答 | 拒绝 | request_id=a3d77fc7 | {"reason": "non_ziwei_system", "intent_type": "non_ziwei_system", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:07:43,605 | INFO | 成功输出给客户端 | 成功 | request_id=a3d77fc7 | {"total_time_sec": 2.418, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:07:59,086 | INFO | 成功获取请求 | 成功 | request_id=5fa4756f | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:07:59,088 | INFO | 成功获取数据库信息 | 成功 | request_id=5fa4756f | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:08:01,623 | INFO | 拒绝：非紫微体系专业问答 | 拒绝 | request_id=5fa4756f | {"reason": "non_ziwei_system", "intent_type": "non_ziwei_system", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:08:01,627 | INFO | 成功输出给客户端 | 成功 | request_id=5fa4756f | {"total_time_sec": 2.54, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:08:17,057 | INFO | 成功获取请求 | 成功 | request_id=52d5bda0 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:08:17,058 | INFO | 成功获取数据库信息 | 成功 | request_id=52d5bda0 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:08:19,127 | INFO | 建议：智慧卡服务 | 建议 | request_id=52d5bda0 | {"reason": "更适合智慧卡", "intent_type": "specific_short_term", "intent_reason": "用户请求为儿子取名，属于对具体事件的咨询，关注的是命名这一具体行为的结果，且问题核心是关于个人子女的具体安排，不涉及宏观趋势或长期运势分析。", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:08:19,133 | INFO | 成功输出给客户端 | 成功 | request_id=52d5bda0 | {"total_time_sec": 2.074, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:08:34,516 | INFO | 成功获取请求 | 成功 | request_id=5f1d4e68 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:08:34,517 | INFO | 成功获取数据库信息 | 成功 | request_id=5f1d4e68 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:08:38,328 | INFO | 建议：智慧卡服务 | 建议 | request_id=5f1d4e68 | {"reason": "更适合智慧卡", "intent_type": "specific_short_term", "intent_reason": "用户询问的是具体事件'发财'的实现时间，虽然时间跨度为长时间，但核心是针对某一次具体行为结果的预测，属于长期但具体事件的咨询。", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:08:38,334 | INFO | 成功输出给客户端 | 成功 | request_id=5f1d4e68 | {"total_time_sec": 3.816, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:08:53,692 | INFO | 成功获取请求 | 成功 | request_id=29d57c94 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:08:53,693 | INFO | 拒绝：年龄相关问题 | 拒绝 | request_id=29d57c94 | {"reason": "年龄相关问题检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:09:09,387 | INFO | 成功获取请求 | 成功 | request_id=03d8725f | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:09:09,388 | INFO | 拒绝：年龄相关问题 | 拒绝 | request_id=03d8725f | {"reason": "年龄相关问题检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:09:24,797 | INFO | 成功获取请求 | 成功 | request_id=ea463664 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:09:24,799 | INFO | 拒绝：年龄相关问题 | 拒绝 | request_id=ea463664 | {"reason": "年龄相关问题检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:09:40,349 | INFO | 成功获取请求 | 成功 | request_id=a5851963 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:09:40,350 | INFO | 拒绝：年龄相关问题 | 拒绝 | request_id=a5851963 | {"reason": "年龄相关问题检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:09:55,768 | INFO | 成功获取请求 | 成功 | request_id=787c4027 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:09:55,770 | INFO | 成功获取数据库信息 | 成功 | request_id=787c4027 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:09:58,404 | INFO | 自我介绍：固定文案回复 | 成功 | request_id=787c4027 | {"reason": "self_intro", "intent_type": "self_intro", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:09:58,408 | INFO | 成功输出给客户端 | 成功 | request_id=787c4027 | {"total_time_sec": 2.639, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:22:39,331 | INFO | 成功获取请求 | 成功 | request_id=a65b04fb | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:22:39,338 | INFO | 成功获取数据库信息 | 成功 | request_id=a65b04fb | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:22:55,077 | INFO | 成功获取请求 | 成功 | request_id=1750c434 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:22:55,079 | INFO | 成功获取数据库信息 | 成功 | request_id=1750c434 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:22:59,382 | INFO | 成功输出给客户端 | 成功 | request_id=a65b04fb | {"total_time_sec": 20.045, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:23:10,267 | INFO | 成功获取请求 | 成功 | request_id=341fc675 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:23:10,269 | INFO | 成功获取数据库信息 | 成功 | request_id=341fc675 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:23:15,212 | INFO | 成功输出给客户端 | 成功 | request_id=1750c434 | {"total_time_sec": 20.134, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:23:26,015 | INFO | 成功获取请求 | 成功 | request_id=a5fa182f | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:23:26,017 | INFO | 成功获取数据库信息 | 成功 | request_id=a5fa182f | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:23:30,334 | INFO | 成功输出给客户端 | 成功 | request_id=341fc675 | {"total_time_sec": 20.065, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:23:41,378 | INFO | 成功获取请求 | 成功 | request_id=4b70d4c8 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:23:41,381 | INFO | 成功获取数据库信息 | 成功 | request_id=4b70d4c8 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:23:46,113 | INFO | 成功输出给客户端 | 成功 | request_id=a5fa182f | {"total_time_sec": 20.097, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:23:55,893 | INFO | 成功获取请求 | 成功 | request_id=d001f697 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:23:55,895 | INFO | 成功获取数据库信息 | 成功 | request_id=d001f697 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:24:01,423 | INFO | 成功输出给客户端 | 成功 | request_id=4b70d4c8 | {"total_time_sec": 20.043, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:24:11,094 | INFO | 成功获取请求 | 成功 | request_id=c3d8f203 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:24:11,098 | INFO | 成功获取数据库信息 | 成功 | request_id=c3d8f203 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.002}
2025-12-25 20:24:15,996 | INFO | 成功输出给客户端 | 成功 | request_id=d001f697 | {"total_time_sec": 20.1, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:24:26,258 | INFO | 成功获取请求 | 成功 | request_id=88acb2a2 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:24:26,260 | INFO | 成功获取数据库信息 | 成功 | request_id=88acb2a2 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:24:31,172 | INFO | 成功输出给客户端 | 成功 | request_id=c3d8f203 | {"total_time_sec": 20.076, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:24:41,505 | INFO | 成功获取请求 | 成功 | request_id=636fb01f | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:24:41,507 | INFO | 成功获取数据库信息 | 成功 | request_id=636fb01f | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:24:46,321 | INFO | 成功输出给客户端 | 成功 | request_id=88acb2a2 | {"total_time_sec": 20.062, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:24:56,644 | INFO | 成功获取请求 | 成功 | request_id=3fe5c722 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:24:56,647 | INFO | 成功获取数据库信息 | 成功 | request_id=3fe5c722 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:25:01,611 | INFO | 成功输出给客户端 | 成功 | request_id=636fb01f | {"total_time_sec": 20.103, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:25:11,910 | INFO | 成功获取请求 | 成功 | request_id=8d044879 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:25:11,912 | INFO | 成功获取数据库信息 | 成功 | request_id=8d044879 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:25:16,709 | INFO | 成功输出给客户端 | 成功 | request_id=3fe5c722 | {"total_time_sec": 20.062, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:25:27,056 | INFO | 成功获取请求 | 成功 | request_id=0da3f4a5 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:25:27,059 | INFO | 成功获取数据库信息 | 成功 | request_id=0da3f4a5 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.002}
2025-12-25 20:25:32,004 | INFO | 成功输出给客户端 | 成功 | request_id=8d044879 | {"total_time_sec": 20.092, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:25:42,253 | INFO | 成功获取请求 | 成功 | request_id=970a3bb1 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:25:42,255 | INFO | 成功获取数据库信息 | 成功 | request_id=970a3bb1 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:25:47,122 | INFO | 成功输出给客户端 | 成功 | request_id=0da3f4a5 | {"total_time_sec": 20.064, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:25:57,512 | INFO | 成功获取请求 | 成功 | request_id=6ef2471c | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:25:57,514 | INFO | 成功获取数据库信息 | 成功 | request_id=6ef2471c | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:26:02,312 | INFO | 成功输出给客户端 | 成功 | request_id=970a3bb1 | {"total_time_sec": 20.057, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:26:12,853 | INFO | 成功获取请求 | 成功 | request_id=e7f6bc6e | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:26:12,855 | INFO | 成功获取数据库信息 | 成功 | request_id=e7f6bc6e | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:26:17,661 | INFO | 成功输出给客户端 | 成功 | request_id=6ef2471c | {"total_time_sec": 20.148, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:26:27,874 | INFO | 成功获取请求 | 成功 | request_id=3ac01f5a | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:26:27,877 | INFO | 成功获取数据库信息 | 成功 | request_id=3ac01f5a | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.002}
2025-12-25 20:26:32,910 | INFO | 成功输出给客户端 | 成功 | request_id=e7f6bc6e | {"total_time_sec": 20.054, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:26:43,092 | INFO | 成功获取请求 | 成功 | request_id=8f26cf15 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:26:43,094 | INFO | 成功获取数据库信息 | 成功 | request_id=8f26cf15 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:26:47,978 | INFO | 成功输出给客户端 | 成功 | request_id=3ac01f5a | {"total_time_sec": 20.102, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:26:58,536 | INFO | 成功获取请求 | 成功 | request_id=ca6e28e9 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:26:58,538 | INFO | 成功获取数据库信息 | 成功 | request_id=ca6e28e9 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:27:03,212 | INFO | 成功输出给客户端 | 成功 | request_id=8f26cf15 | {"total_time_sec": 20.118, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:27:13,495 | INFO | 成功获取请求 | 成功 | request_id=9ca7eb38 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:27:13,498 | INFO | 成功获取数据库信息 | 成功 | request_id=9ca7eb38 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:27:18,642 | INFO | 成功输出给客户端 | 成功 | request_id=ca6e28e9 | {"total_time_sec": 20.104, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:27:28,631 | INFO | 成功获取请求 | 成功 | request_id=dea9b258 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:27:28,633 | INFO | 成功获取数据库信息 | 成功 | request_id=dea9b258 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:27:33,687 | INFO | 成功输出给客户端 | 成功 | request_id=9ca7eb38 | {"total_time_sec": 20.19, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:27:43,993 | INFO | 成功获取请求 | 成功 | request_id=af0bdeec | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:27:43,995 | INFO | 成功获取数据库信息 | 成功 | request_id=af0bdeec | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:27:48,711 | INFO | 成功输出给客户端 | 成功 | request_id=dea9b258 | {"total_time_sec": 20.077, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:27:59,014 | INFO | 成功获取请求 | 成功 | request_id=4c259229 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:27:59,017 | INFO | 成功获取数据库信息 | 成功 | request_id=4c259229 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:28:04,050 | INFO | 成功输出给客户端 | 成功 | request_id=af0bdeec | {"total_time_sec": 20.056, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:28:14,253 | INFO | 成功获取请求 | 成功 | request_id=7dafae57 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:28:14,255 | INFO | 成功获取数据库信息 | 成功 | request_id=7dafae57 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:28:19,111 | INFO | 成功输出给客户端 | 成功 | request_id=4c259229 | {"total_time_sec": 20.094, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:28:29,435 | INFO | 成功获取请求 | 成功 | request_id=76c132c2 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:28:29,437 | INFO | 成功获取数据库信息 | 成功 | request_id=76c132c2 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:28:34,340 | INFO | 成功输出给客户端 | 成功 | request_id=7dafae57 | {"total_time_sec": 20.086, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:28:44,623 | INFO | 成功获取请求 | 成功 | request_id=965e6979 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:28:44,625 | INFO | 成功获取数据库信息 | 成功 | request_id=965e6979 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:28:49,636 | INFO | 成功输出给客户端 | 成功 | request_id=76c132c2 | {"total_time_sec": 20.199, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:28:59,835 | INFO | 成功获取请求 | 成功 | request_id=ae663dac | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:28:59,837 | INFO | 成功获取数据库信息 | 成功 | request_id=ae663dac | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:29:04,692 | INFO | 成功输出给客户端 | 成功 | request_id=965e6979 | {"total_time_sec": 20.068, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:29:14,996 | INFO | 成功获取请求 | 成功 | request_id=c7034c71 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:29:14,998 | INFO | 成功获取数据库信息 | 成功 | request_id=c7034c71 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:29:19,950 | INFO | 成功输出给客户端 | 成功 | request_id=ae663dac | {"total_time_sec": 20.113, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:29:30,262 | INFO | 成功获取请求 | 成功 | request_id=a5c87629 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:29:30,265 | INFO | 成功获取数据库信息 | 成功 | request_id=a5c87629 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:29:35,177 | INFO | 成功输出给客户端 | 成功 | request_id=c7034c71 | {"total_time_sec": 20.178, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:29:45,529 | INFO | 成功获取请求 | 成功 | request_id=6b01ec57 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:29:45,531 | INFO | 成功获取数据库信息 | 成功 | request_id=6b01ec57 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:29:50,335 | INFO | 成功输出给客户端 | 成功 | request_id=a5c87629 | {"total_time_sec": 20.07, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:30:00,660 | INFO | 成功获取请求 | 成功 | request_id=c08604d5 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:30:00,662 | INFO | 成功获取数据库信息 | 成功 | request_id=c08604d5 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:30:05,637 | INFO | 成功输出给客户端 | 成功 | request_id=6b01ec57 | {"total_time_sec": 20.106, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:30:16,059 | INFO | 成功获取请求 | 成功 | request_id=db5d645a | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:30:16,062 | INFO | 成功获取数据库信息 | 成功 | request_id=db5d645a | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:30:20,743 | INFO | 成功输出给客户端 | 成功 | request_id=c08604d5 | {"total_time_sec": 20.082, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:30:31,131 | INFO | 成功获取请求 | 成功 | request_id=85fb4bbc | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:30:31,134 | INFO | 成功获取数据库信息 | 成功 | request_id=85fb4bbc | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:30:36,103 | INFO | 成功输出给客户端 | 成功 | request_id=db5d645a | {"total_time_sec": 20.041, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:30:46,252 | INFO | 成功获取请求 | 成功 | request_id=c911350d | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:30:46,255 | INFO | 成功获取数据库信息 | 成功 | request_id=c911350d | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:30:51,245 | INFO | 成功输出给客户端 | 成功 | request_id=85fb4bbc | {"total_time_sec": 20.111, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:31:01,406 | INFO | 成功获取请求 | 成功 | request_id=e9156a57 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:31:01,408 | INFO | 成功获取数据库信息 | 成功 | request_id=e9156a57 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:31:06,407 | INFO | 成功输出给客户端 | 成功 | request_id=c911350d | {"total_time_sec": 20.153, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:31:16,707 | INFO | 成功获取请求 | 成功 | request_id=d8c192b8 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:31:16,709 | INFO | 成功获取数据库信息 | 成功 | request_id=d8c192b8 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:31:21,453 | INFO | 成功输出给客户端 | 成功 | request_id=e9156a57 | {"total_time_sec": 20.045, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:31:31,979 | INFO | 成功获取请求 | 成功 | request_id=c5be1977 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:31:31,981 | INFO | 成功获取数据库信息 | 成功 | request_id=c5be1977 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:31:36,789 | INFO | 成功输出给客户端 | 成功 | request_id=d8c192b8 | {"total_time_sec": 20.08, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:31:48,121 | INFO | 成功获取请求 | 成功 | request_id=138e13a2 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:31:48,124 | INFO | 成功获取数据库信息 | 成功 | request_id=138e13a2 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.002}
2025-12-25 20:31:52,040 | INFO | 成功输出给客户端 | 成功 | request_id=c5be1977 | {"total_time_sec": 20.06, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:32:03,605 | INFO | 成功获取请求 | 成功 | request_id=b3cc7b7e | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:32:03,606 | INFO | 拒绝：粗粒度年龄超出上限 | 拒绝 | request_id=b3cc7b7e | {"reason": "age_over_limit_from_prompt", "estimated_age": 136, "estimated_year": 1890, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:32:08,221 | INFO | 成功输出给客户端 | 成功 | request_id=138e13a2 | {"total_time_sec": 20.098, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:32:19,047 | INFO | 成功获取请求 | 成功 | request_id=f94ddf3a | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:32:19,050 | INFO | 成功获取数据库信息 | 成功 | request_id=f94ddf3a | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:32:34,078 | INFO | 成功获取请求 | 成功 | request_id=f64bbf25 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:32:34,080 | INFO | 成功获取数据库信息 | 成功 | request_id=f64bbf25 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:32:39,207 | INFO | 成功输出给客户端 | 成功 | request_id=f94ddf3a | {"total_time_sec": 20.157, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:32:49,346 | INFO | 成功获取请求 | 成功 | request_id=35603249 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:32:49,348 | INFO | 成功获取数据库信息 | 成功 | request_id=35603249 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:32:54,139 | INFO | 成功输出给客户端 | 成功 | request_id=f64bbf25 | {"total_time_sec": 20.059, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:33:04,786 | INFO | 成功获取请求 | 成功 | request_id=2a9ec38d | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:33:04,789 | INFO | 成功获取数据库信息 | 成功 | request_id=2a9ec38d | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:33:09,418 | INFO | 成功输出给客户端 | 成功 | request_id=35603249 | {"total_time_sec": 20.071, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:33:20,052 | INFO | 成功获取请求 | 成功 | request_id=74a4b48a | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
